Date,Open,High,Low,Close,Volume
2024-03-11 13:38:00+00:00,38400.0,38400.0,38400.0,38400.0,1.0
2024-03-11 13:39:00+00:00,38400.0,38400.0,38400.0,38400.0,0.0
2024-03-11 13:40:00+00:00,38400.0,38400.0,38400.0,38400.0,0.0
2024-03-11 13:41:00+00:00,38400.0,38400.0,38400.0,38400.0,0.0
2024-03-11 13:42:00+00:00,38400.0,38400.0,38400.0,38400.0,0.0
2024-03-11 13:43:00+00:00,38400.0,38400.0,38400.0,38400.0,0.0
2024-03-11 13:44:00+00:00,38400.0,38400.0,38400.0,38400.0,0.0
2024-03-11 13:45:00+00:00,38400.0,38400.0,38400.0,38400.0,0.0
2024-03-11 13:46:00+00:00,38400.0,38400.0,38400.0,38400.0,0.0
2024-03-11 13:47:00+00:00,38400.0,38400.0,38400.0,38400.0,0.0
2024-03-11 13:48:00+00:00,38400.0,38400.0,38400.0,38400.0,0.0
2024-03-11 13:49:00+00:00,38400.0,38400.0,38400.0,38400.0,0.0
2024-03-11 13:50:00+00:00,38400.0,38400.0,38400.0,38400.0,0.0
2024-03-11 13:51:00+00:00,38400.0,38400.0,38400.0,38400.0,0.0
2024-03-11 13:52:00+00:00,38400.0,38400.0,38400.0,38400.0,0.0
2024-03-11 13:53:00+00:00,38400.0,38400.0,38400.0,38400.0,0.0
2024-03-11 13:54:00+00:00,38400.0,38400.0,38400.0,38400.0,0.0
2024-03-11 13:55:00+00:00,38400.0,38400.0,38400.0,38400.0,0.0
2024-03-11 13:56:00+00:00,38400.0,38400.0,38400.0,38400.0,0.0
2024-03-11 13:57:00+00:00,38400.0,38400.0,38400.0,38400.0,0.0
2024-03-11 13:58:00+00:00,38400.0,38400.0,38400.0,38400.0,0.0
2024-03-11 13:59:00+00:00,38400.0,38400.0,38400.0,38400.0,0.0
2024-03-11 14:00:00+00:00,38400.0,38400.0,38400.0,38400.0,0.0
2024-03-11 14:01:00+00:00,38400.0,38400.0,38400.0,38400.0,0.0
2024-03-11 14:02:00+00:00,38400.0,38400.0,38400.0,38400.0,0.0
2024-03-11 14:03:00+00:00,38400.0,38400.0,38400.0,38400.0,0.0
2024-03-11 14:04:00+00:00,38400.0,38400.0,38400.0,38400.0,0.0
