date,open,high,low,close,volume
2024-04-22 09:30:00-04:00,92.81,92.82,92.71,92.79,4606.0
2024-04-22 09:31:00-04:00,92.82,92.82,92.65,92.66,1800.0
2024-04-22 09:32:00-04:00,92.79,92.8,92.69,92.69,1000.0
2024-04-22 09:33:00-04:00,92.67,92.67,92.55,92.6,1100.0
2024-04-22 09:34:00-04:00,92.55,92.55,92.44,92.5,1000.0
2024-04-22 09:35:00-04:00,92.51,92.51,92.51,92.51,111.0
2024-04-22 09:36:00-04:00,92.6,92.66,92.45,92.49,1990.0
2024-04-22 09:37:00-04:00,92.53,92.66,92.53,92.66,509.0
2024-04-22 09:38:00-04:00,92.65,92.65,92.56,92.58,945.0
2024-04-22 09:39:00-04:00,92.58,92.66,92.58,92.66,300.0
2024-04-22 09:40:00-04:00,92.7,92.7,92.54,92.54,700.0
2024-04-22 09:41:00-04:00,92.68,92.68,92.67,92.67,234.0
2024-04-22 09:42:00-04:00,92.67,92.67,92.67,92.67,0.0
2024-04-22 09:43:00-04:00,92.68,92.75,92.66,92.75,600.0
2024-04-22 09:44:00-04:00,92.74,92.77,92.73,92.75,400.0
2024-04-22 09:45:00-04:00,92.7,92.7,92.66,92.66,500.0
2024-04-22 09:46:00-04:00,92.69,92.69,92.65,92.65,700.0
2024-04-22 09:47:00-04:00,92.65,92.65,92.65,92.65,0.0
2024-04-22 09:48:00-04:00,92.71,92.75,92.71,92.72,406.0
2024-04-22 09:49:00-04:00,92.83,92.89,92.83,92.89,408.0
2024-04-22 09:50:00-04:00,92.86,92.99,92.82,92.98,2622.0
2024-04-22 09:51:00-04:00,93.02,93.02,92.94,92.98,2180.0
2024-04-22 09:52:00-04:00,93.02,93.02,92.98,92.98,482.0
2024-04-22 09:53:00-04:00,93.0,93.01,93.0,93.0,500.0
2024-04-22 09:54:00-04:00,93.01,93.06,93.01,93.05,1003.0
2024-04-22 09:55:00-04:00,93.13,93.16,93.13,93.16,715.0
2024-04-22 09:56:00-04:00,93.06,93.06,92.95,92.95,497.0
2024-04-22 09:57:00-04:00,92.97,93.0,92.97,93.0,3315.0
2024-04-22 09:58:00-04:00,92.88,92.88,92.88,92.88,100.0
2024-04-22 09:59:00-04:00,92.92,92.92,92.92,92.92,100.0
2024-04-22 10:00:00-04:00,92.98,92.98,92.98,92.98,100.0
2024-04-22 10:01:00-04:00,93.05,93.11,93.05,93.09,400.0
2024-04-22 10:02:00-04:00,93.04,93.04,93.04,93.04,206.0
2024-04-22 10:03:00-04:00,93.01,93.02,93.0,93.0,1113.0
2024-04-22 10:04:00-04:00,92.99,93.06,92.99,93.05,1327.0
2024-04-22 10:05:00-04:00,93.06,93.06,93.03,93.03,514.0
2024-04-22 10:06:00-04:00,92.94,92.94,92.87,92.88,600.0
2024-04-22 10:07:00-04:00,92.88,92.95,92.88,92.95,400.0
2024-04-22 10:08:00-04:00,92.87,92.89,92.87,92.89,300.0
2024-04-22 10:09:00-04:00,92.89,92.89,92.89,92.89,0.0
2024-04-22 10:10:00-04:00,92.94,92.94,92.94,92.94,100.0
